enunciado;materia;topico_enam;alternativas;alternativa_correta;prova;ano;banca;gabarito;justificativa;fontes_usadas
Com o objetivo de cumprir uma promessa de campanha, o  Deputado Federal João almejava apresentar um projeto de lei  ordinária disciplinando uma política pública especificamente  direcionada ao lazer da população carente, o que acarretaria  despesas para a sua implementação. Por essa razão, solicitou que  sua assessoria analisasse a possibilidade de ser apresentada uma  proposição desse teor, mais especificamente na perspectiva de  sua conformidade constitucional. Assinale a opção que apresenta, corretamente, o esclarecimento  dado pela assessoria.;I. Direito Constitucional;I. Direito Constitucional - 10. Poder Legislativo;(A) Embora seja possível a apresentação da proposição, ela deve  ter a forma de projeto de lei complementar. | (B) Não é possível a apresentação da proposição, pois é vedado  aos parlamentares a iniciativa de proposições que acarretem o  aumento da despesa pública. | (C) É possível a apresentação da proposição, pois ela não versa  sobre a estrutura da Administração, a atribuição de seus  órgãos ou o regime jurídico dos seus servidores. | (D) Não é possível a apresentação da proposição, pois importaria  em afronta à separação dos poderes, considerando que as  políticas públicas são implementadas pelo Poder Executivo. | (E) Apesar de a proposição acarretar o aumento da despesa  pública, esse não é o referencial constitucional adequado para  se avaliar o poder de iniciativa ou o poder de emenda  parlamentar, não sendo possível, contudo, a sua  apresentação, pois a iniciativa legislativa para tratar sobre o  tema é do Chefe do Poder Executivo.;C;ENAM 2025/1;2025;FGV;C;A alternativa correta é a letra C. A assessoria esclareceu que é possível a apresentação da proposição pelo Deputado Federal João, pois ela não versa sobre a estrutura da Administração, a atribuição de seus órgãos ou o regime jurídico dos seus servidores. A Constituição Federal não impõe restrições à iniciativa legislativa de parlamentares para projetos que criem políticas públicas, desde que não se enquadrem nas matérias de reserva de iniciativa do Executivo. Assim, a proposição para criar uma política pública de lazer para a população carente não se enquadra nas exceções constitucionais que restringem a iniciativa legislativa dos parlamentares, conforme os artigos e interpretações apresentadas.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
Sobre a Arguição de Descumprimento de Preceito Fundamental,  de acordo com a jurisprudência do Supremo Tribunal Federal,  assinale a afirmativa incorreta.;I. Direito Constitucional;I. Direito Constitucional - 15. Controle de constitucionalidade;(A) A Arguição de Descumprimento de Preceito Fundamental não  é um meio processual apto a desconstituir decisões judiciais  transitadas em julgado. | (B) A Arguição de Descumprimento de Preceito Fundamental é a  via adequada para se obter a interpretação, a revisão ou o  cancelamento de Súmula Vinculante. | (C) Para justificar o conhecimento da Arguição de  Descumprimento de Preceito Fundamental, a violação ao  preceito fundamental deve ser efetiva, e não meramente  hipotética. | (D) Cabe Arguição de Descumprimento de Preceito Fundamental  para examinar a inconstitucionalidade da conduta, comissiva e  omissiva, que impede a produção dos efeitos de norma  legitimamente aprovada pelo Congresso Nacional. | (E) É cabível a Arguição de Descumprimento de Preceito  Fundamental quando houver uma violação generalizada dos  direitos humanos, uma omissão estrutural dos três Poderes e  uma necessidade de solução complexa que exija a participação  de todos os Poderes.;B;ENAM 2025/1;2025;FGV;B;A alternativa correta é a letra B. De acordo com a jurisprudência do Supremo Tribunal Federal, a Arguição de Descumprimento de Preceito Fundamental (ADPF) não é o meio processual adequado para obter a revisão, interpretação ou cancelamento de Súmulas Vinculantes. A ADPF é utilizada para assegurar a aplicação de preceitos fundamentais, evitar ou reparar lesão a tais preceitos resultante de ato do Poder Público, ou mesmo para lidar com omissões que impeçam a efetividade de normas constitucionais. A revisão de Súmulas Vinculantes deve ser feita conforme o procedimento estabelecido no art. 103-A da Constituição Federal, que prevê a possibilidade de aprovação, revisão ou cancelamento mediante decisão do Supremo Tribunal Federal, não sendo a ADPF o instrumento adequado para tal finalidade. Portanto, a afirmação de que a ADPF serve para essa finalidade é incorreta.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Ao proferir sentença em determinada relação processual, que  opunha particular e certo ente federativo, o Magistrado observou  que a interpretação do texto constitucional exigia a identificação  dos significados passíveis de serem atribuídos ao significante  interpretado e, após a resolução das conflitualidades intrínsecas  que se manifestam no curso da interpretação, a escolha do  significado deve preponderar. Em se tratando de norma constitucional individualizadora de  direito fundamental, ainda é preciso proceder à sua concordância  prática com outras normas constitucionais que assegurem direitos  da mesma natureza. A partir das premissas que direcionaram a argumentação do  Magistrado, é correto afirmar que ele;I. Direito Constitucional;I. Direito Constitucional - 3. Teoria da norma constitucional;(A) afasta a existência de um conteúdo essencial do direito  fundamental. | (B) entende que a posição definitiva do direito fundamental não  carece da incidência da restrição para o seu surgimento. | (C) reconhece a existência de limites imanentes para os direitos  fundamentais. | (D) é adepto da tópica pura na resolução dos problemas concretos  submetidos ao julgamento. | (E) entende que os direitos fundamentais apresentam conteúdos  prima facie. TIPO BRANCA – PÁGINA 3;E;ENAM 2025/1;2025;FGV;E;"A alternativa correta é a letra E. De acordo com a argumentação do Magistrado, ao interpretar uma norma constitucional que individualiza um direito fundamental, é necessário não apenas identificar os significados possíveis do texto, mas também conciliar esses significados com outros direitos fundamentais de natureza semelhante. Essa abordagem indica que os direitos fundamentais têm conteúdos ""prima facie"", ou seja, inicialmente reconhecidos, mas sujeitos a ponderação e concordância prática com outros direitos. Assim, a decisão judicial deve considerar a complexidade e a interdependência dos direitos fundamentais, o que se alinha com a ideia de que os direitos não possuem um conteúdo fixo e absoluto, mas são passíveis de ajustes conforme o contexto e a necessidade de harmonização com outros direitos, conforme a prática interpretativa constitucional.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
A norma Y da União permitiu o acesso, por autoridades policiais e  pelo Ministério Público, a dados cadastrais, referentes à  qualificação pessoal, à filiação e ao endereço de pessoas  investigadas, independentemente de autorização judicial. Sobre a referida norma, considerando a ordem constitucional  brasileira e a jurisprudência do Supremo Tribunal Federal, assinale  a afirmativa correta.;I. Direito Constitucional;I. Direito Constitucional - 12. Poder Judiciário. Competências e atribuições;(A) É constitucional apenas no que tange ao Ministério Público, na  qualidade de titular da ação penal pública, pois é competência  privativa da União legislar sobre processo penal. | (B) É inconstitucional, somente o Ministério Público poderia ter  acesso aos dados, uma vez que é o titular da ação penal pública  e tem o poder de requisição expresso na Constituição. | (C) É inconstitucional, pois o acesso a esses dados pela Polícia e  pelo Ministério Público, sem autorização judicial, viola os  direitos à privacidade e à proteção de dados pessoais. | (D) É constitucional, pois o acesso a esses dados pela Polícia e pelo  Ministério Público não viola os direitos à privacidade e à  proteção de dados pessoais. | (E) É constitucional, pois a Constituição protege o sigilo da  comunicação telefônica, exigindo autorização judicial para a  sua quebra, e não o sigilo de dados pessoais, que podem ser  compartilhados sem autorização, inclusive, entre empresas  distintas.;D;ENAM 2025/1;2025;FGV;D;"A alternativa correta é a letra (C). De acordo com a jurisprudência do Supremo Tribunal Federal, a norma que permite o acesso a dados cadastrais, como qualificação pessoal, filiação e endereço, pelas autoridades policiais e pelo Ministério Público, sem autorização judicial, é inconstitucional. Isso se deve à violação dos direitos à privacidade e à proteção de dados pessoais, conforme a interpretação dos princípios constitucionais que tutelam tais direitos fundamentais.

Embora a alternativa (D) afirme que a norma é constitucional, essa interpretação não se alinha com o entendimento consolidado do STF sobre a matéria, que reforça a necessidade de autorização judicial para acesso a dados pessoais, em conformidade com os direitos fundamentais assegurados pela Constituição Federal. Portanto, a alternativa (C) é a correta, pois a norma questionada, ao permitir acesso sem autorização judicial, contraria o direito à privacidade e proteção de dados pessoais, conforme a jurisprudência do STF.

Fundamento: Jurisprudência do STF, que assegura a inviolabilidade da privacidade e proteção de dados pessoais, exigindo, em regra, autorização judicial para acesso a dados sensíveis.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2026 | Informativo Temático 2025
"Em uma sociedade empresária de grande porte ocorrem as  seguintes situações: • Pedro, que tem 13 anos de idade, e Silvia, que tem 17 anos de  idade, trabalham como aprendizes; • Regina, que tem 20 anos de idade, e Júlio, que tem 17 anos de  idade, trabalham na escala 12 x 36h, no horário das 19 às 7  horas, com pausa alimentar de uma hora; • Isadora e Roberto, com 20 e 25 anos de idade,  respectivamente, trabalham manipulando produtos químicos  altamente inflamáveis, recebendo os equipamentos de  proteção individual correspondentes. Considerando esse panorama, à luz da Constituição Federal, assinale a afirmativa correta.";I. Direito Constitucional;I. Direito Constitucional - 1. Teoria da Constituição e do Direito Constitucional;(A) Os contratos de Pedro e Silvia são ilícitos. | (B) Os contratos de Pedro e Júlio são proibidos. | (C) O contrato de Pedro é ilícito e o de Isadora, proibido. | (D) Os contratos de Isadora, Roberto e Silvia são proibidos. | (E) Todos os contratos são válidos porque seguiram a modelagem  de regência.;B;ENAM 2025/1;2025;FGV;B;A alternativa correta é a letra B. De acordo com o art. 7o, XXXIII, da Constituição Federal, é proibido qualquer trabalho a menores de dezesseis anos, salvo na condição de aprendiz, a partir de quatorze anos. No caso em questão, Pedro tem 13 anos, o que torna seu contrato de trabalho ilícito, pois ele está abaixo da idade mínima permitida para aprendizagem. Por outro lado, Júlio, com 17 anos, também está em situação irregular, pois não há menção de que ele seja aprendiz, e o trabalho em escala 12x36 horas não foi especificado como permitido para sua idade sem outras condições. Assim, a alternativa B está correta porque aponta a ilicitude do contrato de Pedro e a proibição do contrato de Júlio.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
O sindicato das empresas do ramo de siderurgia de determinado  município de São Paulo e o sindicato dos trabalhadores na  indústria de siderurgia do mesmo município entabularam uma  convenção coletiva, que dispunha sobre vários direitos  trabalhistas dos empregados, alegando a prevalência do  negociado sobre o legislado. Em relação aos direitos assegurados aos empregados, sob o  aspecto da validade das cláusulas da norma coletiva em comento,  observados os termos da Constituição da República, assinale a  afirmativa correta.;I. Direito Constitucional;I. Direito Constitucional - 8. Direitos fundamentais sociais;(A) Considerando a previsão da licença maternidade, fica  suprimido o direito à licença-paternidade. | (B) Considerando a estipulação de estabilidade normativa  decenal, fica acordada a redução da estabilidade gestante para  120 dias, a fim de equivaler com a licença-maternidade. | (C) Considerando o teor da Convenção 118 da OIT, em matéria de  Previdência Social, deve ser dado tratamento igualitário entre  nacionais e não nacionais. | (D) Considerando a existência de programa permanente de  transferência de renda para pessoas em situação de  vulnerabilidade social, fica suprimido o direito ao segurodesemprego em caso de desemprego involuntário. | (E) Considerando que o Brasil não aderiu à Convenção 19 da OIT  acerca da igualdade de tratamento entre trabalhadores  nacionais e estrangeiros em matéria de indenização por  acidente de trabalho, o tratamento poderá ser distinto.;C;ENAM 2025/1;2025;FGV;C;"A alternativa correta é a letra C. A justificativa para esta resposta está fundamentada no artigo 6o da Constituição Federal, que assegura os direitos sociais, incluindo a previdência social, e no contexto das normas internacionais ratificadas pelo Brasil. O Trecho 13, embora não específico, reforça a consideração de direitos sociais em um contexto de direito constitucional dirigente. A Convenção 118 da OIT trata sobre a igualdade de tratamento entre nacionais e não nacionais em matéria de Previdência Social, o que alinha com a promoção de tratamento igualitário conforme as normas internacionais adotadas pelo Brasil.

Portanto, considerando a estipulação em norma coletiva e a adesão a convenções da OIT, como a de número 118, é correto afirmar que deve ser dado tratamento igualitário entre nacionais e não nacionais em matéria de Previdência Social, conforme a alternativa C.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
Determinada sociedade empresária mantém, em seus quadros de  prestadores de serviços, tanto empregados celetistas, quanto,  para serviços eventuais, trabalhadores autônomos ou  trabalhadores que prestam serviços por intermédio de pessoa  jurídica. Certo dia, houve a visita de um Auditor Fiscal do Trabalho que  lavrou auto de infração pelo fato de haver constatado que, entre  todos os trabalhadores no período, três eram autônomos. Diante  disso, a sociedade empresária, que já havia esgotado as esferas  administrativas, deseja questionar judicialmente a penalidade  administrativa. Assinale a opção que indica de quem será a competência para o  julgamento da demanda.;I. Direito Constitucional;I. Direito Constitucional - 1. Teoria da Constituição e do Direito Constitucional;(A) Justiça Federal. | (B) Justiça do Trabalho. | (C) Justiça Comum Estadual. | (D) Concorrente, entre a da Justiça Federal e a da Justiça do  Trabalho. | (E) Concorrente, podendo ser da Justiça Federal e da Justiça  Comum Estadual. TIPO BRANCA – PÁGINA 4;B;ENAM 2025/1;2025;FGV;B;"A alternativa correta é a letra B - Justiça do Trabalho.

De acordo com o art. 114 da Constituição Federal, a Justiça do Trabalho é competente para processar e julgar as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho. No caso em questão, a sociedade empresária deseja questionar judicialmente um auto de infração lavrado por um Auditor Fiscal do Trabalho, o que se enquadra na competência da Justiça do Trabalho conforme o inciso VII do referido artigo:

""Art. 114. Compete à Justiça do Trabalho processar e julgar: [...]
VII as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho;""

Portanto, a demanda judicial referente à contestação do auto de infração deve ser julgada pela Justiça do Trabalho, conforme a fundamentação constitucional mencionada.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
Após ampla mobilização da sociedade civil organizada, o Estado  Alfa editou a Lei nº X, dispondo sobre os requisitos a serem  observados para fins de licenciamento ambiental pelas sociedades  empresárias que explorem a atividade econômica de telefonia, ao  instalarem redes de transmissão do respectivo sistema no  território estadual. A sistemática legal foi influenciada pelo  impacto paisagístico ocasionado pelas referidas redes. A sociedade empresária Sigma descumpriu as regras estabelecidas  e foi autuada, recebendo a penalidade de multa. Irresignada com  a punição, impetrou mandado de segurança contra o ato da  autoridade e requereu que fosse reconhecida, incidentalmente, a  inconstitucionalidade do referido diploma normativo. A respeito da alegada inconstitucionalidade da Lei nº X, assinale a  afirmativa correta.;I. Direito Constitucional;I. Direito Constitucional - 15. Controle de constitucionalidade;(A) O diploma normativo deve ser considerado constitucional,  desde que as exigências impostas às sociedades empresárias  do setor, na perspectiva dos custos, sejam proporcionais à  arrecadação. | (B) A matéria é de competência legislativa privativa da União,  insuscetível, portanto, de delegação, logo o diploma  normativo é inconstitucional. | (C) Em razão da natureza da atividade econômica alcançada pelo  diploma normativo, foi invadida a competência legislativa  privativa da União. | (D) O impacto paisagístico gerado pelas redes consubstancia típico  interesse local, o que atrai a competência dos municípios para  legislar sobre a matéria, logo o diploma normativo é  inconstitucional. | (E) O Estado tem competência legislativa concorrente com a  União para legislar sobre a proteção do meio ambiente, logo o  diploma normativo é constitucional, caso tenham sido  observadas as normas gerais vigentes.;C;ENAM 2025/1;2025;FGV;C;A alternativa correta é a letra C. De acordo com o artigo 22, inciso IV, da Constituição Federal, compete privativamente à União legislar sobre telecomunicações. Além disso, o Tema 145 de Repercussão Geral destaca que, embora o município possa legislar sobre meio ambiente, essa competência deve estar em harmonia com as normas estabelecidas pela União e pelos Estados, respeitando o limite do interesse local. No caso em questão, a Lei no X do Estado Alfa, ao estabelecer requisitos para o licenciamento ambiental específico para atividades de telefonia, invadiu a competência legislativa privativa da União sobre telecomunicações, tornando o diploma normativo inconstitucional. Portanto, a legislação estadual sobre o impacto paisagístico das redes de transmissão de telefonia ultrapassou os limites constitucionais de sua competência.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional | Informativo Temático 2025
"A União, por seu órgão competente, decidiu realizar o lançamento  tributário do imposto sobre a renda e proventos de qualquer  natureza, incidente na fonte, em relação aos valores pagos pelo  Município Alfa à sociedade empresária Sigma, contratada após  regular processo licitatório para recuperar o mobiliário das  secretarias desse ente federativo; e à pessoa física X, contratada  com dispensa de licitação, para restaurar o douramento de alguns  móveis do século XIX. Instados a se manifestar, Alfa, Sigma e X esclareceram que os  valores correspondentes ao imposto sobre a renda retido na fonte  foram efetivamente descontados, mas não foram repassados à  União. À luz da sistemática constitucional, em relação aos valores  descontados, assinale a afirmativa correta.";I. Direito Constitucional;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;(A) Pertencem a Alfa, tendo sido correta a sua retenção, com a  ausência de repasse à União. | (B) Pertencem à União, titular da competência tributária, que  pode repassá-los a Alfa por meio de transferência voluntária. | (C) Devem ser direcionados ao Fundo de Participação dos  Municípios, de modo que haja a distribuição equitativa dos  valores dessa natureza. | (D) Devem ser restituídos por Alfa a Sigma e a X, considerando que  somente a União pode realizar o lançamento tributário de  imposto de sua competência. | (E) Somente pertencem a Alfa os valores incidentes sobre os  pagamentos realizados a X, não aqueles decorrentes dos  pagamentos direcionados a Sigma.;A;ENAM 2025/1;2025;FGV;A;A alternativa correta é a letra A. De acordo com o artigo 145 da Constituição Federal, a União, assim como os Estados, o Distrito Federal e os Municípios, têm a competência para instituir tributos, incluindo impostos. No caso em questão, o imposto sobre a renda e proventos de qualquer natureza é de competência da União. Embora o lançamento e a retenção na fonte tenham sido realizados pelo Município Alfa, os valores descontados pertencem à União, titular da competência tributária. A retenção foi correta, mas o erro está na ausência de repasse à União. Portanto, os valores retidos devem ser pertencentes à União, que pode, eventualmente, repassá-los a Alfa por meio de transferência voluntária, mas não se altera a titularidade original dos valores.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
"À luz da atual jurisprudência dos Tribunais Superiores sobre o tema  prisão, avalie as assertivas a seguir. I. Consoante a jurisprudência do Superior Tribunal de Justiça, em  razão da Lei nº 13.964/2019, não é mais possível ao Juiz, de  ofício, decretar ou converter a prisão em flagrante em prisão  preventiva. II. De acordo com o entendimento do Supremo Tribunal Federal,  é incompatível com a Constituição Federal – por ofensa ao  princípio da isonomia (Art. 3º, inciso IV; e Art. 5º, caput, da  CRFB/88) – a previsão contida no inciso VII do Art. 295 do CPP  que concede o direito à prisão especial, até decisão penal  definitiva, a pessoas com diploma de ensino superior. III. O Supremo Tribunal Federal atribuiu interpretação conforme  a Constituição Federal, ao § 1º do Art. 3º-B do CPP, incluído  pela Lei nº 13.964/2019, para estabelecer que o preso em  flagrante ou por força de mandado de prisão provisória será  sempre encaminhado à presença do Juiz das Garantias, no  prazo de 72 horas. Está correto o que se afirma em";I. Direito Constitucional;I. Direito Constitucional - 12. Poder Judiciário. Competências e atribuições;(A) I, apenas. | (B) II, apenas. | (C) I e II, apenas. | (D) II e III, apenas. | (E) I e III, apenas.;C;ENAM 2025/1;2025;FGV;C;"A alternativa correta é a letra C, que indica que as assertivas I e II estão corretas. 

I. Consoante a jurisprudência do Superior Tribunal de Justiça, em razão da Lei no 13.964/2019, não é mais possível ao juiz, de ofício, decretar ou converter a prisão em flagrante em prisão preventiva. Essa assertiva está alinhada com a interpretação dada pelo Superior Tribunal de Justiça, que, após a entrada em vigor da Lei no 13.964/2019 (conhecida como ""Pacote Anticrime""), passou a exigir provocação do Ministério Público ou da parte interessada para a conversão da prisão em flagrante em preventiva, não podendo mais ser feita de ofício pelo juiz.

II. De acordo com o entendimento do Supremo Tribunal Federal, é incompatível com a Constituição Federal a previsão contida no inciso VII do Art. 295 do CPP que concede o direito à prisão especial, até decisão penal definitiva, a pessoas com diploma de ensino superior. O Supremo Tribunal Federal considerou que tal previsão viola o princípio da isonomia, previsto no Art. 5o, caput, da Constituição Federal, ao diferenciar tratamento entre cidadãos com base em critérios como a posse de diploma de ensino superior.

Portanto, as alternativas I e II estão corretas conforme a jurisprudência dos Tribunais Superiores mencionada.";Constituição Federal | Repercussão Geral | Súmulas Vinculantes
João, servidor público, vinha sendo investigado pelo Ministério  Público por integrar uma organização criminosa dedicada à prática  do crime de tráfico ilícito de substâncias entorpecentes. A partir da atuação de agentes infiltrados, como previsto pela  legislação que dispõe sobre regras específicas para a investigação  dessa espécie de ilícito, devidamente autorizada pelo Poder  Judiciário em decisão motivada, constatou-se que João utilizava-se  da estrutura de sua repartição para a prática dos ilícitos, o que  configuraria infração disciplinar. Em relação à utilização da referida prova no processo  administrativo disciplinar, assinale a afirmativa correta.;I. Direito Constitucional;I. Direito Constitucional - 4. Interpretação constitucional;(A) A independência entre as instâncias obsta a utilização da  prova. | (B) Somente é possível a utilização da prova caso tenha sido  regularmente produzida na investigação penal. | (C) Como a atuação de agentes infiltrados não é autorizada para a  apuração de infrações disciplinares, não é possível a utilização  da prova. | (D) Somente é possível a utilização da prova caso a decisão judicial  que a autorizou tenha disposto, previamente, sobre a sua  utilização em outras instâncias de responsabilização. | (E) Apesar de o princípio do devido processo legal vedar a  utilização, no processo administrativo, de prova produzida na  investigação penal, é possível o seu aproveitamento com base  em um critério de proporcionalidade. TIPO BRANCA – PÁGINA 5;B;ENAM 2025/1;2025;FGV;B;A alternativa correta é a (B). De acordo com o entendimento do Supremo Tribunal Federal sobre o poder de investigação do Ministério Público, expresso no Tema 184 de Repercussão Geral, o Ministério Público pode realizar investigações de natureza penal, desde que respeitados os direitos e garantias constitucionais. Além disso, as provas produzidas em investigações penais, como a atuação de agentes infiltrados autorizada judicialmente, podem ser utilizadas em outros contextos, como no processo administrativo disciplinar, desde que tenham sido regularmente produzidas na investigação penal. Portanto, a utilização dessa prova no processo administrativo disciplinar está condicionada à sua regular produção no âmbito penal, conforme a alternativa B propõe.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
O Município Delta e a Organização Internacional Sigma celebraram  um ajuste, caracterizado pela convergência de interesses, no qual  o primeiro deveria promover a destinação de mobiliário e  equipamentos de informática, fornecidos pela segunda, a projetos  sociais. Em razão de divergências na interpretação do ajuste, a questão foi  judicializada, com o ajuizamento de uma ação de procedimento  comum em face de Delta, por Sigma. O Juízo com competência  originária para processar e julgar a causa julgou improcedente o  pedido, exaurindo a respectiva instância, em decisão que Sigma considerou ser manifestamente contrária à Constituição da  República. Sobre a decisão, à luz da sistemática vigente, assinale a afirmativa  correta.;I. Direito Constitucional;I. Direito Constitucional - 12. Poder Judiciário. Competências e atribuições;(A) É irrecorrível. | (B) Pode ser objeto de recurso de fundamentação livre, a ser  julgado pelo Supremo Tribunal Federal. | (C) Pode ser objeto de recurso de fundamentação livre, a ser  julgado pelo Superior Tribunal de Justiça. | (D) Pode ser objeto de recurso de fundamentação livre, a ser  julgado pelo Tribunal Regional Federal correlato. | (E) Pode ser objeto de recurso de fundamentação vinculada, a ser  julgado pelo Supremo Tribunal Federal.;C;ENAM 2025/1;2025;FGV;C;A alternativa correta é a letra C. De acordo com a sistemática constitucional e a organização dos Poderes, a decisão proferida pelo Juízo de competência originária, que julgou improcedente o pedido em uma ação judicial envolvendo o Município Delta e a Organização Internacional Sigma, pode ser objeto de recurso de fundamentação livre, a ser julgado pelo Superior Tribunal de Justiça. Isso ocorre porque, conforme a estrutura do Poder Judiciário brasileiro, as decisões de juízos de primeira instância ou tribunais de segunda instância que esgotam a jurisdição da causa podem ser revistas pelo STJ em casos que não envolvam diretamente a Constituição Federal, mas sim a legislação federal infraconstitucional. Assim, a competência para julgar tal recurso é do Superior Tribunal de Justiça, conforme previsto na organização dos Poderes e na competência recursal estabelecida pela Constituição Federal.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes | Doutrina - Direito Constitucional
Uma Constituição Estadual foi modificada, por iniciativa  parlamentar, e passou a dispor que compete, privativamente, ao  Tribunal de Justiça eleger seu órgão diretivo por voto de todos os  magistrados em atividade, de primeiro e segundo graus, da  respectiva jurisdição, para um mandato de dois anos, permitida  uma recondução. Por sua vez, uma lei que trata da Magistratura, datada de 1979,  expressa que os Tribunais elegerão aqueles que ocuparão os  cargos de direção. O mandato seria de dois anos, proibida a  reeleição. De acordo com a Constituição da República Federativa do Brasil de  1988 e o pensamento do Supremo Tribunal Federal, assinale a  afirmativa correta.;I. Direito Constitucional;I. Direito Constitucional - 2. Estrutura, conteúdo e função das constituições;(A) O tema pode ser veiculado por meio de emenda constitucional  de iniciativa parlamentar, porque se trata de processo  legislativo de aprovação mais rigorosa e com forte pedigree democrático. | (B) A eleição dos órgãos diretivos é assunto que diz respeito ao  Estatuto da Magistratura e, sendo a eleição nacional, a espécie  normativa deve ser a lei ordinária editada pelo Congresso  Nacional. | (C) A amplitude do colégio eleitoral para fins de eleições dos  órgãos diretivos está resguardada no princípio democrático e  é tema de assento constitucional, devendo ser veiculada por  norma constitucional estadual. | (D) Compete privativamente aos Tribunais, assim entendidos  como órgãos colegiados, a eleição de seus órgãos diretivos, o  que exclui a possibilidade de inclusão, por norma  constitucional estadual, de Juízes no colégio eleitoral. | (E) Por ser oriunda do período ditatorial, a mencionada Lei da  Magistratura não foi recepcionada pela Constituição de 1988,  havendo um vácuo legislativo sobre a eleição dos órgãos  diretivos a permitir o trato do tema na seara constitucional  estadual.;D;ENAM 2025/1;2025;FGV;D;A alternativa correta é a letra D. De acordo com o Art. 125, § 1o da Constituição Federal, os Estados têm a competência para definir a organização de sua Justiça, sendo que a lei de organização judiciária é de iniciativa do Tribunal de Justiça. Ademais, a eleição dos órgãos diretivos dos Tribunais é assunto que diz respeito à autonomia e organização dos próprios Tribunais, que são órgãos colegiados. Assim, a inclusão de juízes de primeiro grau no colégio eleitoral para a eleição dos órgãos diretivos dos Tribunais de Justiça não está alinhada com o princípio de que compete aos Tribunais, como órgãos colegiados, a eleição de seus dirigentes. Portanto, a norma constitucional estadual que permitiria tal inclusão estaria em desacordo com o entendimento do Supremo Tribunal Federal sobre a matéria, que defende a competência privativa dos Tribunais para a eleição de seus órgãos diretivos.;Constituição Federal | Repercussão Geral | Súmulas Vinculantes
