enunciado;materia;topico_enam;alternativas;alternativa_correta;prova;ano;banca;gabarito;justificativa;fontes_usadas
Constata-se a aplicação, por analogia, das normas de processo civil ao Código de Processo Penal não só de forma subsidiária, mas também de forma expressa. Como exemplo de aplicação da forma expressa, afirma- -se como correta;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) o processamento dos embargos infringentes. | (B) a citação por hora certa. | (C) as medidas assecuratórias do sequestro e a hipoteca legal. | (D) a instauração dos incidentes de resolução de demandas repetitivas.;;TJSP;2022;VUNESP;B;;
O incidente de resolução de demandas repetitivas tem como objetivo a uniformização de jurisprudência, com vistas à submissão das decisões de primeiro grau e, também, pelos tribunais de segunda instância, à jurisprudência dominante, com a finalidade de fortificar a segurança jurídica, aplicando-se, em notória integração, normas do Código de Processo Civil ao Processo Penal, por analogia. Diante desse quadro, e nos termos da legislação vigente, é correto afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) os pressupostos relativos aos requisitos formais e objetivos, indicados no artigo 976 do CPP, envolvem o chamamento de interessados na lide, apontados na inicial pelo requerente, facultada a participação do amicus curiae e a intervenção obrigatória do Ministério Público, como fiscal da ordem jurídica. | (B) o exame prévio de admissibilidade prescinde da comprovação de divergência quanto à questão de direito, mostrando-se suficiente ao seu desenvolvimento a divergência interpretativa dos fatos na jurisprudência, através da colação de julgados a indicar conflito de decisões. | (C) o incidente de resolução de demandas repetitivas é previsto no ordenamento processual civil e as normas próprias desse procedimento não podem ser utilizadas, por analogia, no processo penal, uma vez que o artigo 15 do CPP somente autoriza, expressamente, a sua aplicação de forma supletiva ou subsidiária nos processos eleitorais, trabalhistas ou administrativos. | (D) os requisitos para a instauração do incidente, pressupostos de sua admissibilidade, são aqueles formais e objetivos, indicados pelo artigo 976 do Código de Processo Civil.;;TJSP;2022;VUNESP;B;;
Diante da autonomia das entidades federativas, a Constituição repartiu entre elas as competências, estabelecendo ainda as hipóteses de serem comum e privativa. Analisando a previsão constitucional e a doutrina e jurisprudência sobre a matéria, podemos afirmar:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) é constitucional lei ou ato normativo estadual que disponha sobre sistemas de consórcios e sorteios, inclusive bingos e loterias, respeitadas as regras gerais, e nos limites das peculiaridades locais. | (B) a superveniência de lei federal sobre normas gerais suspende a lei estadual que entre em conflito, no que for contrária. Assim, a lei estadual que entre em conflito com superveniente lei federal com normas gerais, em matéria de legislação concorrente, não é, por esse fato, inconstitucional, havendo apenas suspensão de sua eficácia. | (C) é constitucional norma da Constituição Estadual que caracterize como crime de responsabilidade a ausência injustificada de secretário de Estado à convocação da Assembleia Legislativa, bem como o não atendimento pelo governador, secretário, ou titular de entidade da administração pública, a pedido de informações da mesma Assembleia. Trata-se, na verdade, de medida de interesse local que visa conferir efetividade aos meios de controle. | (D) compete privativamente à União legislar sobre diretrizes e bases da educação nacional (CF, artigo 22, XXIV), admitida a suplementação da legislação federal, com vistas à regulamentação de interesse local, como nas hipóteses de currículos e conteúdos programáticos ou vedação de conteúdo considerado impróprio.;;TJSP;2022;VUNESP;D;;
A respeito da eficiência administrativa, podemos afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) o princípio da eficiência não gera a possibilidade de o cidadão exigir e questionar, frente ao Estado e entes terceirizados, a qualidade em obras, serviços e decisões, e sua compatibilidade com o bem comum, dependendo de previsão legal específica. | (B) a ineficiência do administrador implica ato de improbidade administrativa. | (C) o caráter vinculante do direito fundamental à boa administração encontra limite no princípio da discricionariedade administrativa. | (D) os atos administrativos devem ser realizados de forma a alcançar o melhor resultado possível com os meios disponíveis, garantindo não apenas respeito à lei e à moral administrativa, mas também o máximo de satisfação, atendendo de forma célere as demandas dos administrados.;;TJSP;2022;VUNESP;D;;
A garantia, aos litigantes, em processos judicial ou administrativo, e aos acusados em geral, do direito ao contraditório e ampla defesa, com os meios e recursos a ele inerentes, leva ao reconhecimento:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 7. Acesso à justiça. Devido processo legal;(A) o protesto de certidão de dívida ativa constitui meio coercitivo indevido para o pagamento de tributos. | (B) é sempre legítima cláusula do edital de concurso que restrinja participação do candidato em razão de responder a inquérito ou ação penal. | (C) é inconstitucional a exigência de depósito ou arrolamento prévios de dinheiro ou bens para a admissibilidade de recurso administrativo. | (D) admite-se a utilização de informações obtidas com quebra de sigilo, no processo administrativo, independente de autorização judicial, desde que haja a devida motivação para a prática do ato.;;TJSP;2022;VUNESP;A;;
A respeito do Mandado de Segurança, ação constitucional assegurada contra ato ilegal ou abusivo praticado por autoridade, restou sumulado:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) a entidade de classe tem legitimidade para o mandado de segurança apenas quando a pretensão veiculada interesse a toda a respectiva categoria. | (B) compete ao Supremo | (C) compete à turma recursal processar e julgar o mandado de segurança contra ato de | (D) pedido de reconsideração na esfera administrativa interrompe o prazo para o mandado de segurança.;;TJSP;2022;VUNESP;C;;
Quanto aos efeitos da declaração de inconstitucionalidade pelo Supremo Tribunal Federal, é correto afirmar:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;(A) É incontroverso que o princípio da interpretação conforme a Constituição se situa no âmbito do controle de constitucionalidade, não apenas regra de interpretação, e tem aplicação plena, sem qualquer limitação, na medida em que o STF, em sua função de corte constitucional, atua não só como legislador negativo. | (B) A decisão proferida em julgamento de ação direta de inconstitucionalidade e ação declaratória de constitucionalidade têm efeito vinculante e erga omnes, o que não ocorre no julgamento de arguição de descumprimento de preceito fundamental. | (C) A ação direta de inconstitucionalidade ou declaratória de inconstitucionalidade tem natureza dúplice: a procedência do pedido na ação direta de inconstitucionalidade resulta na declaração de inconstitucionalidade do ato impugnado, o que também é válido para a hipótese contrária, ou seja, o julgamento de improcedência equivale à declaração da constitucionalidade do ato impugnado. | (D) Somente a decisão propriamente dita – dispositivo – proferida em ação direta de inconstitucionalidade produzirá efeitos vinculantes, jamais a “ratio decidendi”.;;TJSP;2022;VUNESP;B;;
No que diz respeito a repercussão geral, deve ser observado que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) A despeito de não constar do Código de 2015, a exigência de preliminar formal de repercussão geral, diferentemente do que previa o CPC/1973, a jurisprudência do STF continua exigindo-a, o que não afasta nem se confunde com a possibilidade de reconhecimento de ofício. | (B) Reconhecida a repercussão geral de questão constitucional, há preclusão a respeito. | (C) Determinado o sobrestamento de processos de natureza penal, opera-se automaticamente a suspensão da prescrição da pretensão punitiva, daí porque o sobrestamento abrange necessariamente inquéritos policiais ou procedimento investigatórios conduzidos pelo Ministério Público, além de não se admitir a produção de qualquer tipo de prova no processo eventualmente iniciado. | (D) Eventual prejuízo parcial do caso concreto subjacente ao recurso extraordinário, ou extinção por outra causa como falecimento da parte, constitui óbice ao prosseguimento para exame da tese, em sede de repercussão geral.;;TJSP;2022;VUNESP;C;;
A respeito de admissão ao serviço público, está consolidado que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) nas situações jurídicas em que a Constituição Federal autoriza a acumulação de cargos, o teto remuneratório é considerado em relação a cada um deles, e não ao somatório recebido. | (B) na hipótese de posse em cargo público determinada por decisão judicial, o servidor faz jus à indenização, sob o fundamento que deveria ter sido investido em momento anterior. | (C) o surgimento de novas vagas ou a abertura de novo concurso para o mesmo cargo, durante o prazo de validade do certame, gera automaticamente o direito à nomeação dos candidatos aprovados fora das vagas previstas no edital. | (D) é inconstitucional, por ofensa ao princípio da isonomia, a remarcação de teste de aptidão física de candidata grávida à época da realização, sem que haja expressa previsão no edital.;;TJSP;2022;VUNESP;D;;
A respeito da constitucionalidade das normas, é possível afirmar:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) a autonomia orgânico-administrativa do Poder Judiciário não implica a iniciativa de lei que organize seu serviço. | (B) a iniciativa de leis que estabeleçam as atribuições dos órgãos pertencentes à estrutura administrativa da respectiva unidade federativa compete aos Governadores dos Estados-membros, à luz do artigo 61, § 1o , II, da Constituição Federal, que constitui norma de observância obrigatória pelos demais entes federativos, em razão do princípio da simetria. | (C) a sanção de projeto de lei convalida o vício de inconstitucionalidade resultante da usurpação do poder de iniciativa. A ulterior aquiescência do chefe do poder executivo, mediante sanção do projeto de lei, tem o condão de sanar o vício. | (D) o Estado-membro dispõe de competência para instituir, na sua própria Constituição, cláusulas tipificadoras de crimes de responsabilidade e regras que disciplinem o processo e o julgamento dos agentes públicos estaduais.;;TJSP;2022;VUNESP;A;;
José da Silva, cidadão brasileiro, regular e corretamente inscrito em partido político, mas não obtendo a indicação de sua candidatura ao pleito majoritário de sua cidade, resolve lançar sua candidatura de modo avulso, buscando o registro junto à Justiça Eleitoral, invocando o artigo 23, 1.b, da Convenção Interamericana dos Direitos Humanos (Pacto de São José), que dispõe ter todo cidadão direito de votar e de ser eleito nas eleições periódicas. Diante desse quadro, é correto afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) sua candidatura deve ser admitida, uma vez que a única condição de elegibilidade, nos termos do nosso sistema eleitoral, é ter filiação partidária (artigo 14, § 3o , da Constituição Federal). | (B) sua candidatura deve ser admitida, pois, além de ter a filiação partidária, está se habilitando para cargo majoritário e não proporcional, não dependo, assim, de votos de outros candidatos, ou soma de votos, destinados ao partido. | (C) embora a norma constitucional estipule como condição de elegibilidade tão só a filiação partidária, delegou à lei ordinária a sua regulamentação, a qual prevê a impossibilidade da candidatura avulsa, privilegiando os partidos políticos e suas indicações. | (D) embora respaldado em norma prevista em direito internacional, de votar e ser votado, sua candidatura não pode ser admitida, uma vez que o Brasil não é signatário do pacto invocado.;;TJSP;2022;VUNESP;C;;
Ao ingressar em um local de votação e tentar votar em nome de outra pessoa, o agente é impedido pelo mesário em serviço e, em razão disso, contra ele, efetua disparos com arma de fogo, dando causa à sua morte. Considerando que o artigo 78 do CPP, ao estabelecer regras de competência, prevê, em seu inciso IV, que, “no concurso entre a jurisdição comum e a especial, prevalecerá esta”, e diante da ocorrência conjunta de um crime eleitoral e um crime doloso contra a vida, é correto afirmar que,;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 13. Defesa do Estado e das Instituições Democráticas;(A) ocorrendo crime eleitoral conexo com crime doloso contra a vida, o julgamento deverá ser cindido, cabendo a cada | (B) nos termos da lei processual, deve prevalecer a unicidade do processo, competindo o julgamento à Justiça Eleitoral. | (C) ante a ocorrência de crime mais grave, afrontoso à tutela do bem maior, a vida, deve prevalecer a unicidade do processo, competindo o julgamento ao | (D) atingindo bens tutelados de forma diferenciada, não se vê a conexão necessária à manutenção da unicidade do processo.;;TJSP;2022;VUNESP;D;;
No que diz respeito à desapropriação, é correto afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) os pressupostos da utilidade pública, incluída a necessidade, e do interesse social estão usualmente presentes, mas não são essenciais, e é possível desistir da desapropriação antes do pagamento do preço. | (B) quando nos referimos à utilidade pública, devemos entender que está incluída no conceito de necessidade. | (C) os juros compensatórios são de 6% ao ano e sua base de cálculo deve equivaler à diferença entre o valor correspondente a 80% do preço ofertado/objeto do depósito e o fixado na sentença. | (D) bens públicos não podem ser objeto de desapropriação, por sua natureza e em razão do princípio federativo.;;TJSP;2022;VUNESP;D;;
No que diz respeito à aplicação da Lei de Improbidade Administrativa, é correto afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) o artigo 37, § 4o , da Constituição, previu apenas as sanções de suspensão dos direitos políticos, perda da função pública, indisponibilidade dos bens e ressarcimento ao erário, sendo forçoso concluir que o elenco de outras sanções na Lei no 8.429/1992 implica inconstitucionalidade. | (B) caso a conduta ofenda simultaneamente os artigos 9o , 10 e 11 da Lei de Improbidade, embora única, há de ser aplicado o princípio da subsunção, em que a sanção mais grave absorve as demais. Se forem várias condutas, pode haver aplicação cumulativa das sanções, desde que compatíveis. | (C) as penas de suspensão dos direitos políticos e perda do cargo são aplicadas a partir do momento em que não penda recurso com efeito suspensivo. | (D) o ressarcimento espontâneo do dano inibe a ação de improbidade.;;TJSP;2022;VUNESP;C;;
Em termos de tutela adequada do interesse público anticorrupção, podemos afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) é condição para o cabimento da ação popular a demonstração do prejuízo material aos cofres públicos. | (B) o interesse público anticorrupção não tem guarida constitucional, mas conta com previsão na Lei de Improbidade e na Lei de Combate à Corrupção. | (C) o Direito Administrativo Sancionador de Tutela da Probidade sofreu alteração substancial com a Lei no 12.846/2013. Os postulados da razoabilidade e da proporcionalidade devem ser aplicados, de forma a concretizar o modelo sancionatório atual e o interesse público anticorrupção. | (D) a indisponibilidade do interesse público é incompatível com a celebração de Acordo de Leniência.;;TJSP;2022;VUNESP;A;;
Leia o texto com que Carlos Ayres Britto inicia sua obra “Teoria da Constituição”, ao tratar do Poder Constituinte: “O meu filho Marcel tinha cinco anos de idade, quando travou comigo o seguinte diálogo: – Meu pai, é verdade que Deus tudo pode? – É verdade, sim, meu filho. Deus tudo pode. – E se Deus quiser morrer? – Bem, aí você me obriga a recompor a ideia. Deus tudo pode, é certo, menos deixar de tudo poder. Logo, Deus tem que permanecer vivo, porque somente assim Ele vai prosseguir sendo Aquele que tudo pode.” Após essa reflexão, defende o autor que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 1. Teoria da Constituição e do Direito Constitucional;(A) não há distinção relevante entre o Poder Constituinte originário e o Poder reformador da Constituição, pois ambos se apresentam como expressões de idêntica soberania e instrumentos para dar concretude ao Estado, na forma prescrita pelo Ordenamento Jurídico. | (B) o Poder Constituinte originário, manifestação primária de soberania que inaugura o Ordenamento Jurídico e cria o Estado ao fazer a Constituição, não se confunde com o Poder reformador, que é o poder de constituir normas constitucionais na forma regimental. | (C) há imprecisão e falta de técnica jurídica da distinção entre Poder Constituinte Originário e Poder reformador, porque ambos inovam o Ordenamento jurídico de forma similar. | (D) o Poder Constituinte originário inova o Ordenamento Jurídico a partir do regramento existente e o Poder reformador da Constituição, de igual modo, confere atualidade e eficácia, no tempo, às regras inicialmente postas.;;TJSP;2023;VUNESP;B;;
Dispõe a Constituição Federal, no seu artigo 165 e parágrafos, que a lei de diretrizes orçamentárias compreenderá;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) as metas e prioridades da administração pública federal, estabelecerá as diretrizes de política fiscal e respectivas metas, em consonância com trajetória sustentável da dívida pública, orientará a elaboração da lei orçamentária anual, disporá sobre as alterações na legislação tributária e estabelecerá a política de aplicação das agências financeiras oficiais de fomento. | (B) o orçamento fiscal referente aos Poderes da União, seus fundos, órgãos e entidades da administração direta e indireta, inclusive fundações instituídas e mantidas pelo Poder Público. | (C) o orçamento de investimento das empresas em que a União, direta ou indiretamente, detenha a maioria do capital social com direito a voto e o orçamento da seguridade social, abrangendo todas as entidades e órgãos a ela vinculados, da administração direta ou indireta, bem como os fundos e fundações instituídos e mantidos pelo Poder Público. | (D) de forma regionalizada, as diretrizes, os objetivos e as metas da administração pública federal para as despesas de capital e outras delas decorrentes e para as relativas aos programas de duração continuada.;;TJSP;2023;VUNESP;D;;
Um policial militar, acompanhado de seus colegas, avista uma pessoa na via pública em atitude concretamente suspeita. Considerando que, ao perceber a presença da polícia, ele tenta fugir, os policiais devem;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) procurar o | (B) procurar testemunhas civis para que presenciem a abordagem. | (C) proceder à abordagem e revista do agente. | (D) noticiar o fato à autoridade policial para iniciar investigação.;;TJSP;2023;VUNESP;D;;
O recurso cabível na Lei de Execução Penal contra decisões do juiz das execuções é o agravo, mas não foi estabelecido seu procedimento ou prazo para interposição. Portanto, atualmente, vigora o entendimento de que seu processamento deve obedecer o rito;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) do recurso em sentido estrito. | (B) do recurso de apelação. | (C) do agravo regimental. | (D) do agravo de instrumento no processo civil, por analogia.;;TJSP;2023;VUNESP;B;;
O chamado flagrante esperado acontece quando;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) a autoridade induz o agente a praticar o crime. | (B) a autoridade encontra o agente com instrumentos do crime. | (C) a autoridade tem ciência de que o agente pretende praticar o crime. | (D) a autoridade persegue o agente logo após a prática do crime.;;TJSP;2023;VUNESP;A;;
Das alternativas a seguir, assinale aquela que não será admitida a interceptação telefônica.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) Quando vem requerida exclusivamente pelo Ministério Público. | (B) Quando não existirem indícios suficientes de autoria. | (C) Quando os crimes são apenados com detenção. | (D) Quando o pedido é postulado verbalmente pelo interessado.;;TJSP;2023;VUNESP;C;;
O acusado João é condenado pelo crime de tráfico de drogas ao cumprimento de 5 anos de reclusão e 500 dias-multa, em regime fechado. A Defesa, pretendendo reverter a condenação, interpõe recurso de apelação, mas o juiz entende que é extemporâneo e deixa de mandar processar. A medida cabível para atacar a decisão é;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) correição parcial. | (B) recurso em sentido estrito. | (C) carta testemunhável. | (D) mandado de segurança.;;TJSP;2023;VUNESP;D;;
A Constituição Federal, dentre os direitos fundamentais, disciplina a nacionalidade, com relação à qual é correto afirmar que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) são brasileiros natos os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, independentemente de que sejam registrados em repartição brasileira competente, desde que venham a residir na República Federativa do Brasil antes da maioridade ou, alcançada esta, optem, no prazo de três anos, pela nacionalidade brasileira. | (B) aos portugueses com residência permanente no País, se houver reciprocidade em favor de brasileiros, serão atribuídos os direitos inerentes ao brasileiro nato, salvo os casos previstos nessa Constituição. | (C) são brasileiros natos os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros, desde que estes não estejam a serviço de seu país, e os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que qualquer deles esteja a serviço da República Federativa do Brasil. | (D) a lei poderá estabelecer distinção entre brasileiros natos e naturalizados, observados requisitos mínimos que deverão constar, obrigatoriamente, da lei regulamentadora.;;TJSP;2023;VUNESP;C;;
É correto afirmar, com relação às súmulas disciplinadas pela Constituição Federal, no seu artigo 103-A, que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) o Supremo | (B) a súmula terá por objetivo a validade, a interpretação e a eficácia de normas determinadas, acerca das quais haja controvérsia atual entre órgãos judiciários ou entre esses e a administração pública, que acarrete grave insegurança jurídica e relevante multiplicação de processos sobre questão idêntica. | (C) do ato administrativo ou decisão judicial que contrariar a súmula aplicável ou que indevidamente a aplicar, caberá reclamação ao Supremo | (D) sem prejuízo do que vier a ser estabelecido em lei, a aprovação, revisão ou cancelamento de súmula, poderá ser provocada por aqueles que podem propor mandado de segurança, mandado de injunção ou habeas corpus, e que deverão demonstrar, com a indicação de decisões reiteradas de órgãos do Poder Judiciário e da administração pública direta e indireta, que a matéria sumulada restou superada pelo decurso do tempo, por modificação dos costumes ou pela evolução da interpretação judicial ou administrativa posterior a sua edição.;;TJSP;2023;VUNESP;C;;
Ao disciplinar o processo legislativo, a Constituição Federal, no seu artigo 65, estabelece que “O projeto de lei aprovado por uma Casa será revisto pela outra, em um só turno de discussão e votação, e enviado à sanção ou promulgação, se a Casa revisora o aprovar, ou arquivado, se o rejeitar”. Nos termos da disposição constitucional do parágrafo único desse artigo e do entendimento do Supremo Tribunal Federal sobre a matéria, se o projeto for emendado na Casa revisora;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 10. Poder Legislativo;(A) voltará à Casa iniciadora, representem ou não mudança substancial de conteúdo da proposição as emendas aprovadas pela Casa revisora. | (B) voltará para apreciação conjunta de ambas as Casas, que poderão rever todo o texto inicialmente proposto, sem limitação ao teor das emendas apresentadas na Casa revisora. | (C) voltará para apreciação conjunta de ambas as Casas, limitada a reapreciação ao teor das emendas apresentadas na Casa revisora. | (D) voltará à Casa iniciadora, mas somente se as emendas aprovadas pela Casa revisora representarem mudança substancial do conteúdo da proposição.;;TJSP;2023;VUNESP;B;;
O Supremo Tribunal Federal, no julgamento, em 2021, da ADPF 357, promoveu o cancelamento da Súmula no 563 daquele Tribunal, editada com base na Emenda Constitucional no 1/69 à Carta de 1967 e que tratava da definição de hierarquia na cobrança judicial dos créditos da dívida pública da União aos Estados e Distrito Federal e esses aos Municípios. Dentre os fundamentos que constam desse julgado, encontra-se o seguinte:;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 9. Organização do Estado e repartição de competências;(A) as disposições do art. 187 da Lei no 5.172/1966 (Código Tributário Nacional) e do parágrafo único do art. 29 da Lei no 6.830/1980 (Lei de Execuções Fiscais), que tratam do concurso de preferência entre entes federados foram recepcionadas e são compatíveis com a Constituição da República de 1988. | (B) a arguição de descumprimento de preceito fundamental não viabiliza a análise de constitucionalidade de normas legais pré-constitucionais insuscetíveis de conhecimento em ação direta de inconstitucionalidade. | (C) a autonomia dos entes federados e a isonomia que deve prevalecer entre eles, respeitadas as competências estabelecidas pela Constituição, é fundamento da Federação e o Federalismo de cooperação e de equilíbrio posto na Constituição da República de 1988 não legitima distinções entre os entes federados por norma infraconstitucional. | (D) a definição de hierarquia na cobrança judicial dos créditos da dívida pública da União aos Estados e Distrito Federal e esses aos Municípios cumpre o princípio federativo e respeita o inc. III do art. 19 da Constituição da República de 1988.;;TJSP;2023;VUNESP;A;;
Dentre as Funções Essenciais à Justiça, estabelece a Constituição Federal, no artigo 127, que “o Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis”. Com relação à essa instituição, consta do texto constitucional que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) ao Ministério Público é assegurada autonomia funcional e administrativa, podendo, observado o disposto no art. 169, criar e extinguir diretamente seus cargos e serviços auxiliares, provendo-os por concurso público de provas ou de provas e títulos, assim como estabelecer a política remuneratória e os planos de carreira. | (B) o Ministério Público da União tem por chefe o Procurador-Geral da República, nomeado pelo Presidente da República dentre integrantes da carreira que contem com mais de 20 anos de serviço, após a aprovação de seu nome por 2/3 dos membros do Senado Federal, para mandato de dois anos, permitida a recondução. | (C) os Ministérios Públicos dos Estados e o do Distrito Federal e Territórios formarão lista tríplice dentre integrantes da carreira, na forma da lei respectiva, para escolha de seu Procurador-Geral, que será nomeado pelo Chefe do Poder Executivo, para mandato de dois anos, permitida uma recondução. | (D) durante a execução orçamentária do exercício, poderá haver a realização de despesas ou a assunção de obrigações que extrapolem os limites estabelecidos na lei de diretrizes orçamentárias, desde que justificadas por ato fundamentado do Procurador-Geral da República e mediante a abertura de créditos suplementares ou especiais.;;TJSP;2023;VUNESP;A;;
Quanto aos Estados Federados, estabelece a Constituição Federal, nos seus artigos 25 a 28, que;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) o número de Deputados à Assembleia Legislativa corresponderá ao dobro da representação do Estado na Câmara dos Deputados e, atingido o número de vinte e cinco, será acrescido de tantos quantos forem os Deputados Federais acima de quinze. | (B) o subsídio dos Deputados Estaduais será fixado por lei de iniciativa da Assembleia Legislativa, na razão de, no máximo, noventa por cento daquele estabelecido, em espécie, para os Deputados Federais. | (C) a eleição do Governador e do Vice-Governador de Estado, para mandato de 4 (quatro) anos, realizar- -se-á no primeiro domingo de outubro, em primeiro turno, e, no último domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do mandato de seus antecessores, e a posse ocorrerá em 1 de janeiro do ano subsequente. | (D) os Estados poderão, mediante lei complementar, instituir regiões metropolitanas, aglomerações urbanas e microrregiões, constituídas por agrupamentos de municípios limítrofes, para integrar a organização, o planejamento e a execução de funções públicas de interesse comum.;;TJSP;2023;VUNESP;D;;
É vedado aos juízes, conforme dispõe o parágrafo único do artigo 95 da Constituição Federal,;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) exercer, ainda que em disponibilidade, outro cargo ou função, sem exceção. | (B) dedicar-se à atividade político-partidária. | (C) exercer a advocacia no juízo ou | (D) ser acionista de sociedade anônima de capital aberto que mantenha estabelecimento ou exerça atividade econômica no território de sua jurisdição.;;TJSP;2023;VUNESP;B;;
Com relação ao Tribunal de Justiça do Estado de São Paulo, é correto afirmar que a Segunda Instância do Judiciário paulista;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 12. Poder Judiciário;(A) é composta de 360 desembargadores, e nos órgãos de cúpula estão o presidente, o vice-presidente, o corregedor-geral da Justiça, o decano e os presidentes das seções de Direito Criminal, Direito Público e Direito Privado. Eles integram o Conselho Superior da Magistratura. Também há o Órgão Especial, composto de 25 desembargadores, o presidente, 12 mais antigos e 12 eleitos. | (B) é composta de 480 desembargadores, e nos órgãos de cúpula estão o presidente, o vice-presidente, o corregedor-geral da Justiça e o corregedor-geral auxiliar, encarregado da corregedoria do serviço extrajudicial. Eles, juntamente com o decano, integram o Conselho Superior da Magistratura. Também há o Órgão Especial, composto de 25 desembargadores, todos eleitos. | (C) é composta de 360 desembargadores, e nos órgãos de cúpula estão o presidente, o vice-presidente e o corregedor-geral da Justiça. Eles integram o Conselho Superior da Magistratura. Também há o Órgão Especial, composto dos 25 desembargadores mais antigos. | (D) é composta de 480 desembargadores, e nos órgãos de cúpula estão o presidente, o vice-presidente e o corregedor-geral da Justiça. Eles integram o Conselho Superior da Magistratura. Também há o Órgão Especial, composto de 25 desembargadores, o presidente e os 24 mais antigos.;;TJSP;2023;VUNESP;C;;
A Constituição Federal estabelece no § 6o , do artigo 17: “Os Deputados Federais, os Deputados Estaduais, os Deputados Distritais e os Vereadores que se desligarem do partido pelo qual tenham sido eleitos perderão o mandato, salvo nos casos de anuência do partido ou de outras hipóteses de justa causa estabelecidas em lei, não computada, em qualquer caso, a migração de partido para fins de distribuição de recursos do fundo partidário ou de outros fundos públicos e de acesso gratuito ao rádio e à televisão.” Assinale a alternativa que NÃO constitui justa causa para a desfiliação partidária.;I. DIREITO CONSTITUCIONAL;I. Direito Constitucional - 6. Teoria geral dos direitos fundamentais;(A) A mudança substancial ou desvio reiterado do programa partidário. | (B) A grave discriminação política pessoal. | (C) O desempenho eleitoral do partido político, embora atendida a cláusula de barreira. | (D) A mudança de partido efetuada durante o período de trinta dias que antecede o prazo de filiação exigido em lei para concorrer à eleição, majoritária ou proporcional, ao término do mandato vigente. Direito Eleitoral;;TJSP;2023;VUNESP;C;;
